Year,Month,Day,Precipitation (mm),Temp (Max),Temp (Min),Humidity
1995,7,28,0,26.4,11.5,61
1995,7,29,0,26.5,13,55
1995,7,30,0,26.5,14.6,53
1995,7,31,0,25.8,13,46
1995,8,1,0,25.3,12.2,51
1995,8,2,0,27.8,14.4,49
1995,8,3,0,28.5,15.8,42
1995,8,4,0,30.6,15.5,37
1995,8,5,0,30.3,12,37
1995,8,6,0,28.7,14.5,40
1995,8,7,0,27.7,14.6,52
1995,8,8,0,27.7,14.3,42
1995,8,9,0,28.5,13.3,42
1995,8,10,0,29,10.6,35
1995,8,11,0,29.9,11.3,33
1995,8,12,0,29.9,12.4,38
1995,8,13,0,30,11.6,32
1995,8,14,0,31.1,11.8,32
1995,8,15,0,32.1,12,35
1995,8,16,0,31.5,12,25
1995,8,17,0,27.9,13.6,40
1995,8,18,0,26.4,13,54
1995,8,19,0,27.5,10.6,42
1995,8,20,0,27.6,12.3,37
1995,8,21,0,27.2,14.1,43
1995,8,22,0,26.5,13,52
1995,8,23,0,26.5,13.4,46
1995,8,24,0,27.2,12.8,37
1995,8,25,0,26.9,12.2,50
1995,8,26,0,25.9,12.9,49
1995,8,27,0,27.4,13.4,48
1995,8,28,0,28.9,15.1,38
1995,8,29,0,31,10.9,28
1995,8,30,0,31.2,11,25
1995,8,31,0,30.1,14.8,34
1995,9,1,0,29.5,14.8,31
1995,9,2,0,31.5,10.4,21
1995,9,3,0,31.3,14.6,29
1995,9,4,0,27.2,15.1,40
1995,9,5,0,24.2,12.4,45
1995,9,6,0,25.9,12.5,49
1995,9,7,0,26.4,12,48
1995,9,8,0,28,10,38
1995,9,9,0,29.9,10.8,34
1995,9,10,0,30.7,11.6,28
1995,9,11,0,31.9,11.9,24
1995,9,12,0,32.2,13.3,21
1995,9,13,0,30.9,13.8,34
1995,9,14,0,30.5,14.2,39
1995,9,15,0,33.1,13,32
1995,9,16,0,32.5,15.2,42
1995,9,17,0,33,13.6,36
1995,9,18,0,26.8,17.8,63
1995,9,19,0.3,28.7,16.6,59
1995,9,20,0,29.9,17.2,55
1995,9,21,0,29.7,17.6,62
1995,9,22,0,27.9,16.8,51
1995,9,23,0,27.9,15.4,57
1995,9,24,0,30.7,13.3,45
1995,9,25,0,33.1,15,37
1995,9,26,0,31.8,15.2,37
1995,9,27,4.7,28.3,16,66
1995,9,28,0,31.3,17.4,49
1995,9,29,0,29.2,16.6,54
1995,9,30,0,32.3,15,33
1995,10,1,0,29.7,15.6,47
1995,10,2,0,32,15.2,34
1995,10,3,0,34.3,15.2,28
1995,10,4,0,32.7,17.3,41
1995,10,5,0,31.7,16.6,56
1995,10,6,0,30.2,18.8,72
1995,10,7,4.9,31,15.6,64
1995,10,8,14.2,28.6,16.4,69
1995,10,9,0,27.3,17.1,68
1995,10,10,0.3,24.3,17.2,85
1995,10,11,2.6,29.8,16.3,69
1995,10,12,0,29.9,17.4,69
1995,10,13,0.7,30.1,14.8,81
1995,10,14,8.4,30.2,18.9,72
1995,10,15,3.4,31.4,17.3,57
1995,10,16,0,31.9,16.9,32
1995,10,17,0,31.7,15.6,49
1995,10,18,0,31.2,14.8,48
1995,10,19,0,30.6,16,51
1995,10,20,0.9,31.8,18.4,49
1995,10,21,5.9,29.9,15.2,76
1995,10,22,2,29.6,15.1,63
1995,10,23,0,30.3,15.2,43
1995,10,24,0,31.1,18.6,58
1995,10,25,0,31.1,13.6,47
1995,10,26,0,31.1,15.8,42
1995,10,27,0,32.9,14.2,40
1995,10,28,0,33.7,16.2,49
1995,10,29,25.4,33.6,17.3,71
1995,10,30,0,27.3,16.3,74
1995,10,31,17.8,25.3,15.8,81
1995,11,1,4.8,26.5,14.4,84
1995,11,2,9.1,27.3,14.7,91
1995,11,3,14.1,24.5,16.3,83
1995,11,4,39.1,24.1,16.6,94
1995,11,5,40.2,21.7,14.8,87
1995,11,6,0.4,26.1,15.8,67
1995,11,7,0,27,16,63
1995,11,8,0,28,16.4,51
1995,11,9,0,29.1,14.2,63
1995,11,10,11.8,28.6,15.2,69
1995,11,11,0,27.9,11.8,75
1995,11,12,2,27.4,15.8,72
1995,11,13,8,24.1,15.4,84
1995,11,14,0,26.9,16.7,77
1995,11,15,0,28.7,17.6,72
1995,11,16,16.9,28.2,15.6,83
1995,11,17,0,27.5,16.9,83
1995,11,18,0,29.7,16.5,71
1995,11,19,51,23.6,17.2,85
1995,11,20,4,27.4,17.3,81
1995,11,21,0,28.6,14.5,64
1995,11,22,0,28.1,16,64
1995,11,23,0,26.7,16.9,73
1995,11,24,6.7,25.7,16.6,90
1995,11,25,61,25.7,17.2,77
1995,11,26,0,28.7,17.1,72
1995,11,27,0,29.8,16.4,65
1995,11,28,0,28.9,18.4,64
1995,11,29,1,29,17.9,69
1995,11,30,22,23.9,18.9,85
1995,12,1,8.1,27,14,67
1995,12,2,0,28.7,15.8,60
1995,12,3,0,30.5,15.8,61
1995,12,4,24.4,26.1,16.5,86
1995,12,5,4.4,28.1,15.9,80
1995,12,6,1.4,23.1,17.8,86
1995,12,7,0,28.2,16.3,73
1995,12,8,0,26.2,17.8,81
1995,12,9,37.5,27.7,17,81
1995,12,10,35.4,27.5,16.6,88
1995,12,11,15.1,25.3,17.4,73
1995,12,12,0,25.5,17.4,89
1995,12,13,18,25.9,17.7,74
1995,12,14,10.2,26,17.6,85
1995,12,15,5.9,21.5,18.8,88
1995,12,16,1.2,26.6,17.1,83
1995,12,17,0.5,27.8,17.6,81
1995,12,18,0.2,28.8,17.7,73
1995,12,19,0,29.6,17.6,64
1995,12,20,0,29,17,75
1995,12,21,74,30.5,16.4,68
1995,12,22,2.8,27.7,16,75
1995,12,23,10.4,28.3,16.4,79
1995,12,24,0,27.7,16.2,77
1995,12,25,48.4,25.3,16,96
1995,12,26,1.2,26.1,16.9,83
1995,12,27,1.1,22.4,17.3,93
1995,12,28,21.5,24.5,17.8,86
1995,12,29,0.2,22,17.6,92
1995,12,30,5,24.3,17.2,91
1995,12,31,1.4,26.9,15.8,79
1996,1,1,0,24.5,17.2,89
1996,1,2,5.2,23.5,17,85
1996,1,3,0,27.5,17.6,66
1996,1,4,0.7,26.4,16.3,77
1996,1,5,0,28.3,15.9,66
1996,1,6,0,28.4,14.5,75
1996,1,7,0,29,16,69
1996,1,8,5.8,25.3,16.3,90
1996,1,9,4,25.6,16.8,84
1996,1,10,8.9,27.3,17.3,92
1996,1,11,22.6,25.3,16.2,78
1996,1,12,0.2,26.9,16.7,76
1996,1,13,13.6,27.7,17.3,81
1996,1,14,0.2,28,14.8,73
1996,1,15,0,28.8,14.5,64
1996,1,16,0,28.2,14.6,61
1996,1,17,0,28.7,14.6,63
1996,1,18,0,29.7,16.1,50
1996,1,19,0,29.7,14.8,68
1996,1,20,0,28.1,16.2,68
1996,1,21,0,29.7,16.8,71
1996,1,22,1.2,30.1,15.6,67
1996,1,23,0,29.9,15.2,49
1996,1,24,0,30.7,15.2,52
1996,1,25,0,30.7,15.3,48
1996,1,26,0,31.4,15,48
1996,1,27,0,30.7,16.6,52
1996,1,28,0,29.9,16,45
1996,1,29,0,30.7,15.4,58
1996,1,30,3.6,28.9,14.6,60
1996,1,31,0,30.3,15.4,50
1996,2,1,0,29.5,16.1,75
1996,2,2,36.8,28.5,14.8,72
1996,2,3,0.2,28.1,12.4,90
1996,2,4,68.9,24.6,15.4,86
1996,2,5,0.2,28.1,17.3,75
1996,2,6,0,28,17.6,78
1996,2,7,0.2,29.2,17,75
1996,2,8,0,29.3,16.2,56
1996,2,9,0,29.9,14.8,59
1996,2,10,0,31.4,17.8,45
1996,2,11,0,30.9,13.8,54
1996,2,12,0,30.2,16,63
1996,2,13,0.5,30.2,14,58
1996,2,14,0,29.5,14.9,55
1996,2,15,0,28.9,16.8,55
1996,2,16,0,29,16.4,60
1996,2,17,0,29.5,17.2,71
1996,2,18,0,30.1,15.8,65
1996,2,19,0,30.5,15.5,61
1996,2,20,0,28.6,16.1,67
1996,2,21,39.1,29.4,16,65
1996,2,22,14.4,28.3,16.3,71
1996,2,23,0.7,26.9,17.4,81
1996,2,24,20.8,28.5,17.3,74
1996,2,25,0.4,29,16.8,69
1996,2,26,0,28.6,17.3,78
1996,2,27,0,29.1,18.5,81
1996,2,28,7.8,29.7,14.4,51
1996,2,29,0,30,16.6,55
1996,3,1,0,29.4,16.6,66
1996,3,2,7.2,27.2,16.6,84
1996,3,3,0,28.3,17.1,79
1996,3,4,5.6,27,19.3,85
1996,3,5,10.2,27.4,18.5,83
1996,3,6,94.1,26.6,19.5,96
1996,3,7,10.2,28.6,17,77
1996,3,8,41.1,22.9,16.1,92
1996,3,9,20.2,27,14.9,89
1996,3,10,20.1,28.7,17.8,64
1996,3,11,11.8,23,17,83
1996,3,12,0,25.7,15.9,92
1996,3,13,57.3,26.1,16.9,82
1996,3,14,0,26.2,16,84
1996,3,15,0,28.5,15.5,74
1996,3,16,0,28.9,15.8,69
1996,3,17,10,28.5,16.3,73
1996,3,18,0,28,17.2,73
1996,3,19,0,26.3,18.4,78
1996,3,20,0,29.2,17.6,64
1996,3,21,0,29.7,15.5,59
1996,3,22,0,29.2,15.2,71
1996,3,23,0,28.8,15.6,73
1996,3,24,0,26.9,16.2,84
1996,3,25,15.5,28.2,16.2,87
1996,3,26,1.2,29,15.6,74
1996,3,27,0.2,28.4,16.4,81
1996,3,28,0,29.1,14.4,62
1996,3,29,0,28.5,16.6,68
1996,3,30,0,28.9,16.2,70
1996,3,31,0,29.6,15.4,66
1996,4,1,0,29.5,17.1,79
1996,4,2,0,29.5,16.6,63
1996,4,3,0,28.9,16.8,56
1996,4,4,0,28.8,15.5,61
1996,4,5,0,28.7,17.2,64
1996,4,6,0,29.5,14,64
1996,4,7,0,28.4,14.8,69
1996,4,8,0,30.6,15.1,59
1996,4,9,0,28.6,14.6,71
1996,4,10,1.2,29,14,64
1996,4,11,0,28.8,14.8,67
1996,4,12,7.5,24,17.2,96
1996,4,13,5.8,25.5,16.3,89
1996,4,14,16.9,22.3,16.8,91
1996,4,15,3.5,24.7,17.2,85
1996,4,16,0,26.9,17.2,85
1996,4,17,0.2,27.4,15.2,68
1996,4,18,0,26.6,17.8,87
1996,4,19,4.6,24.5,17,91
1996,4,20,0,22.3,16.5,85
1996,4,21,0,25.3,14.4,77
1996,4,22,0,25.6,12.5,64
1996,4,23,0,26.1,11.4,57
1996,4,24,0,27.6,10.3,52
1996,4,25,0,28.2,10.6,58
1996,4,26,0,28.9,13.3,54
1996,4,27,0,27.9,15.2,60
1996,4,28,0,23.5,14.9,77
1996,4,29,0,25,14.2,75
1996,4,30,0,26.1,13.4,66
1996,5,1,0,26.6,14.1,69
1996,5,2,0,27.8,12.7,60
1996,5,3,0,27.5,13.6,58
1996,5,4,0,27.8,12.6,60
1996,5,5,0,26.9,13.3,63
1996,5,6,0,26.7,14.6,66
1996,5,7,0,27.3,13.9,59
1996,5,8,0,26.8,11.5,55
1996,5,9,0,26.4,11.2,48
1996,5,10,0,27.2,9.7,56
1996,5,11,0,25.2,13.3,71
1996,5,12,0,26,17.6,59
1996,5,13,0,27.7,13.8,63
1996,5,14,0,26.7,14,66
1996,5,15,0,28.1,13.5,63
1996,5,16,0,28.5,14.5,77
1996,5,17,0,28.1,15.8,76
1996,5,18,0,28.5,15.8,81
1996,5,19,0.2,28.3,17,73
1996,5,20,0,27.3,14.2,85
1996,5,21,12,27.5,14.3,71
1996,5,22,1.1,27,16.8,85
1996,5,23,13.2,28.2,15.8,80
1996,5,24,0,27.1,14.8,71
1996,5,25,0,25.2,13.8,76
1996,5,26,0,23.8,11.8,70
1996,5,27,0,25.3,11.4,64
1996,5,28,0,24.1,11.6,61
1996,5,29,0,24.2,9.8,53
1996,5,30,0,25.3,11,67
1996,5,31,0,25.2,12.6,68
1996,6,1,0,26.7,11.6,60
1996,6,2,0,26.1,13,57
1996,6,3,0,24.5,14.1,66
1996,6,4,0,23.6,12.2,65
1996,6,5,0,24.1,14.5,60
1996,6,6,0,26.7,9.2,58
1996,6,7,0,26.2,11.3,64
1996,6,8,0,25.9,13.6,63
1996,6,9,0,26.2,15.2,58
1996,6,10,0,22.8,12.4,75
1996,6,11,0,23.3,10.4,71
1996,6,12,0,23.9,11.5,71
1996,6,13,0,24.1,11.4,72
1996,6,14,0,24.5,10.8,73
1996,6,15,0,25.6,11,64
1996,6,16,0,26.1,9.6,53
1996,6,17,0,26.7,9,43
1996,6,18,0,27.5,7.4,55
1996,6,19,0,27.1,9.8,44
1996,6,20,0,26.3,11,47
1996,6,21,0,26.6,15.5,52
1996,6,22,0,27.6,9.6,54
1996,6,23,0,27.4,10,54
1996,6,24,0,27.7,12.6,53
1996,6,25,0,25.8,11.9,53
1996,6,26,0,27.1,9.6,50
1996,6,27,0,27.4,8.4,45
1996,6,28,0,24.4,12.4,78
1996,6,29,0,24.5,8.4,77
1996,6,30,0,23.5,4.5,69
1996,7,1,0,25.1,10.8,60
1996,7,2,0,24.7,10.8,67
1996,7,3,0,27.9,9.9,56
1996,7,4,0,27.7,11.6,49
1996,7,5,0,28.1,14.8,49
1996,7,6,0,27.7,9,49
1996,7,7,0,26.6,12.6,44
1996,7,8,0,26.7,11.5,37
1996,7,9,0,26,9.1,44
1996,7,10,0,26.5,8.4,45
1996,7,11,0,26.7,10.6,53
1996,7,12,0,25.4,10.4,45
1996,7,13,0,26.6,8.6,43
1996,7,14,0,28.1,9.2,40
1996,7,15,0,27.8,10,40
1996,7,16,0,26.9,13.4,48
1996,7,17,0,26.3,11.2,46
1996,7,18,0,27.3,10.6,38
1996,7,19,0,27.4,10.2,36
1996,7,20,0,28.1,7.7,37
1996,7,21,0,28.1,8.9,30
1996,7,22,0,27.2,11,40
1996,7,23,0,25.5,12.4,59
1996,7,24,0,25,9.8,58
1996,7,25,0,25.1,7.8,45
1996,7,26,0,25.2,6.5,40
1996,7,27,0,27,9.2,36
1996,7,28,0,26.2,13.2,42
1996,7,29,0,26.6,12.5,47
1996,7,30,0,25.9,13.9,48
1996,7,31,0,25.2,12,58
1996,8,1,0,25.1,11.6,59
1996,8,2,0,25.6,12,53
1996,8,3,0,26,11.4,47
1996,8,4,0,26.9,12,53
1996,8,5,0,28,12.4,47
1996,8,6,0,28.8,10.6,25
1996,8,7,0,30.5,10.4,27
1996,8,8,0,29.9,10.8,30
1996,8,9,0,31.4,12,36
1996,8,10,0,31.4,14.5,42
1996,8,11,0,29.5,16.2,59
1996,8,12,6.1,27.2,17.1,69
1996,8,13,0,30.1,15.3,58
1996,8,14,0,30.9,15,45
1996,8,15,1.1,24.3,16,77
1996,8,16,8.7,28.1,14.6,73
1996,8,17,32.1,25.1,15.4,75
1996,8,18,0,25.7,14.6,49
1996,8,19,0,25.3,11.2,50
1996,8,20,0,25.5,10.8,50
1996,8,21,0,25.5,11.4,48
1996,8,22,0,27,11.9,40
1996,8,23,0,27.7,14.1,51
1996,8,24,0,26.9,13.6,49
1996,8,25,0,26.7,12,53
1996,8,26,0,28.7,13.2,40
1996,8,27,0,30.5,12.8,34
1996,8,28,0,31,13.8,27
1996,8,29,0,29.9,15.3,28
1996,8,30,0,27.2,14.3,43
1996,8,31,0,29.2,13.8,48
1996,9,1,0,29.7,15,63
1996,9,2,0,30.5,15.6,44
1996,9,3,0,30.9,14.3,50
1996,9,4,0,22.9,16.8,80
1996,9,5,0.2,27.5,14.2,53
1996,9,6,13.8,24.7,15.8,70
1996,9,7,0,28.7,15.5,58
1996,9,8,0,29.5,12.6,38
1996,9,9,0,30.9,14.8,34
1996,9,10,0,22.2,15.7,74
1996,9,11,0,28.1,12,52
1996,9,12,0.3,29.2,15.8,38
1996,9,13,0,29.1,15.3,49
1996,9,14,0,28.4,15,44
1996,9,15,0,28.2,17.1,43
1996,9,16,0,29.1,13.6,36
1996,9,17,0,31.3,15,31
1996,9,18,0,25.5,16.3,63
1996,9,19,2.5,27.6,14.5,65
1996,9,20,20.2,27.4,14.9,59
1996,9,21,0,30.1,13.7,53
1996,9,22,0,31.1,15.2,54
1996,9,23,0.4,32.4,15.6,37
1996,9,24,0,31.6,17,41
1996,9,25,0,33,17.1,36
1996,9,26,0.2,25.5,19.5,58
1996,9,27,0,31.8,19,38
1996,9,28,0,30.9,18.6,46
1996,9,29,0,31,17.2,42
1996,9,30,0,30.9,17.2,50
1996,10,1,0,30.6,16.8,43
1996,10,2,0,30,19,64
1996,10,3,2.4,25.9,16.5,82
1996,10,4,0,30.7,15.3,56
1996,10,5,0,29.1,16.9,64
1996,10,6,0,30,16.2,73
1996,10,7,6.1,28.2,19,84
1996,10,8,3.6,29.6,15.9,59
1996,10,9,0,29.2,18.9,44
1996,10,10,0,31.7,16.9,41
1996,10,11,0,31.5,17.8,44
1996,10,12,0,31.9,16,46
1996,10,13,3.8,31.1,16.8,73
1996,10,14,15.8,26,17.6,79
1996,10,15,0,26.9,16.9,75
1996,10,16,0,27,15.5,69
1996,10,17,0,27.9,16.8,72
1996,10,18,0,27.3,16.4,66
1996,10,19,0,30.8,16.8,52
1996,10,20,0,31.2,14.8,54
1996,10,21,1.5,29.1,15.6,76
1996,10,22,33,29.9,16.3,56
1996,10,23,0,30,17.6,53
1996,10,24,0,30.1,17.3,54
1996,10,25,0,28.9,16.8,58
1996,10,26,3.9,28.9,15.2,63
1996,10,27,0.6,28.2,19.8,72
1996,10,28,0,26.9,15.5,72
1996,10,29,0.3,27.6,18.5,74
1996,10,30,43,28.1,15.8,86
1996,10,31,2.3,26,16.1,92
1996,11,1,17.1,26.9,17.6,76
1996,11,2,0,25.8,17.7,84
1996,11,3,15.6,27.7,17.3,74
1996,11,4,2.1,26.2,13.9,84
1996,11,5,0,28.2,16.9,91
1996,11,6,44.1,24.2,17.1,81
1996,11,7,0,26.9,17.4,72
1996,11,8,0,27.6,17.1,76
1996,11,9,0,28.6,16.6,66
1996,11,10,0,30.4,14,59
1996,11,11,0,31.2,14.8,54
1996,11,12,0,31.4,15.4,46
1996,11,13,0,30.9,18.6,45
1996,11,14,0,28.1,15.7,74
1996,11,15,10.2,26.7,17,89
1996,11,16,16.1,28.5,18.4,79
1996,11,17,22.6,25.7,18.4,83
1996,11,18,0.9,25.9,18.5,80
1996,11,19,13.1,25.6,18.5,88
1996,11,20,11.2,28.4,18.4,73
1996,11,21,17.6,25.3,17.5,87
1996,11,22,7.9,21.9,18.8,93
1996,11,23,22.3,24.9,17.2,86
1996,11,24,19.4,24.9,17.2,93
1996,11,25,11.6,27.4,14.5,58
1996,11,26,0,29.5,15.6,55
1996,11,27,7.4,25.2,18.3,79
1996,11,28,16.5,20.7,17.3,81
1996,11,29,0.7,20.4,15.8,90
1996,11,30,4.8,18,14.8,92
1996,12,1,7.2,26.2,12.8,81
1996,12,2,4.2,27.7,16.4,68
1996,12,3,0.8,27.4,16.8,73
1996,12,4,0,28.4,16,80
1996,12,5,0,28.8,15.7,65
1996,12,6,1.4,28.1,15.3,83
1996,12,7,21,28.3,14.8,63
1996,12,8,0,28.3,18.3,76
1996,12,9,0,26.9,16.5,70
1996,12,10,24.2,29.6,15.7,59
1996,12,11,2,28.5,18.5,74
1996,12,12,31.3,25.9,17.4,72
1996,12,13,0.2,30.6,16.8,60
1996,12,14,0,28.3,17.2,77
1996,12,15,0,28.9,16.8,69
1996,12,16,1.1,30,18.7,58
1996,12,17,0,30.6,17.3,49
1996,12,18,0,31.3,16.1,54
1996,12,19,0,30.2,19.1,60
1996,12,20,11,27.9,16.9,76
1996,12,21,9,25.7,17,79
1996,12,22,3.6,27,18.6,84
1996,12,23,0,26.3,19,77
1996,12,24,4.2,26.9,18.3,79
1996,12,25,12.9,27.5,17.8,79
1996,12,26,49.1,27,16.7,80
1996,12,27,46.2,26.5,17,83
1996,12,28,51.4,26.1,18.4,79
1996,12,29,0.6,27,18.4,74
1996,12,30,0.6,27.1,19.3,86
1996,12,31,11.6,26.7,18.9,82
1997,1,1,4,24,19,80
1997,1,2,0.6,23.4,19.2,86
1997,1,3,3.1,25.3,18.7,86
1997,1,4,57.4,20.6,17.6,95
1997,1,5,18,26,18.4,84
1997,1,6,7.4,24.9,17.5,89
1997,1,7,6.8,28.4,18.6,73
1997,1,8,14.6,28.9,17.4,84
1997,1,9,20,28.4,17.8,67
1997,1,10,28.4,27.9,16.7,73
1997,1,11,0,28.3,16,79
1997,1,12,2.8,26.6,16.6,81
1997,1,13,19.6,27.6,16.8,74
1997,1,14,0,25.2,18.6,82
1997,1,15,15,28.3,17.6,78
1997,1,16,0.2,24.7,15.7,71
1997,1,17,10.8,26.3,17.4,80
1997,1,18,0,27.2,16.2,83
1997,1,19,68.8,24.9,16.6,84
1997,1,20,0,25.9,17.3,80
1997,1,21,1,24.8,17.6,84
1997,1,22,5.9,25.1,17.4,89
1997,1,23,1.4,25.6,15.4,74
1997,1,24,0,28.1,17.4,73
1997,1,25,15.4,28.3,17.1,67
1997,1,26,16.6,24,17.6,91
1997,1,27,6.4,25.9,18.6,88
1997,1,28,2.4,25.3,17.3,82
1997,1,29,17.8,21.5,17.4,92
1997,1,30,4.9,25.3,17,81
1997,1,31,8.7,27.7,16.2,71
1997,2,1,0,27.1,18.4,75
1997,2,2,5,27.3,16.4,75
1997,2,3,28.2,23.2,16.2,90
1997,2,4,21.6,25.3,19.9,71
1997,2,5,0,27.2,18.5,70
1997,2,6,0,27.9,16,73
1997,2,7,0,27.4,16.2,65
1997,2,8,0,28.5,15,61
1997,2,9,0,27.7,14.8,67
1997,2,10,0,27.8,16.8,63
1997,2,11,0,27.9,15.4,66
1997,2,12,0,28.5,14.6,59
1997,2,13,0.7,28.3,14.6,67
1997,2,14,0,28.6,15.2,62
1997,2,15,0,28.4,16.6,67
1997,2,16,0,27.7,16.6,67
1997,2,17,2.7,26.1,17.4,78
1997,2,18,2.3,25.7,16.9,81
1997,2,19,5,28.9,15,63
1997,2,20,0,28.6,16.6,74
1997,2,21,0,29.5,16.3,66
1997,2,22,0,29.7,19.4,61
1997,2,23,0,30.3,19,59
1997,2,24,0,30.3,16.6,59
1997,2,25,0,27.9,19.7,84
1997,2,26,36.4,28.7,17.6,77
1997,2,27,0,26.9,18.7,76
1997,2,28,2.4,24.2,19.8,87
1997,3,1,0,22.7,18.6,89
1997,3,2,14.2,23.3,17,84
1997,3,3,0.3,22.1,15.4,88
1997,3,4,0,24.8,15.5,95
1997,3,5,4.4,24.9,17.1,88
1997,3,6,29.6,24.5,17.5,82
1997,3,7,5,26.3,16.8,94
1997,3,8,25.8,25.8,17,76
1997,3,9,0,28.3,17.3,73
1997,3,10,16.2,26.8,17.3,75
1997,3,11,0,26.6,16.3,79
1997,3,12,0,27.8,15.8,68
1997,3,13,0,27.9,15.2,66
1997,3,14,11.9,28.3,17.5,73
1997,3,15,7.8,28.4,18.3,82
1997,3,16,4.6,26.2,17.8,82
1997,3,17,12.8,26.4,17.8,81
1997,3,18,5.8,26.6,17.1,84
1997,3,19,33.7,23.4,18.4,89
1997,3,20,10.9,25.3,17.8,91
1997,3,21,50.5,26.4,18.7,89
1997,3,22,13.4,27.7,18.6,78
1997,3,23,0.4,27.6,17.6,75
1997,3,24,3.4,28.4,17.2,70
1997,3,25,0,28.3,16.8,62
1997,3,26,0,26,16.9,76
1997,3,27,0,26.2,16.3,72
1997,3,28,1.8,22.9,17.2,90
1997,3,29,5,23.5,17.5,84
1997,3,30,10.4,18.5,15,96
1997,3,31,36.3,19.9,16.2,93
1997,4,1,9.8,25.7,17.3,85
1997,4,2,0,27.6,17.6,81
1997,4,3,25.3,26.9,16.1,82
1997,4,4,5.5,26.6,16.1,82
1997,4,5,0.4,28.7,15.2,70
1997,4,6,0,28.3,17.8,76
1997,4,7,22,26.4,17.1,83
1997,4,8,0,25.8,17.5,78
1997,4,9,0,25.4,16.1,72
1997,4,10,0,25.5,14.8,69
1997,4,11,0,26.4,14.1,67
1997,4,12,0,27.2,17.8,63
1997,4,13,0,25.7,15.6,79
1997,4,14,0,27.4,17.1,71
1997,4,15,2,24.7,16.2,80
1997,4,16,3.2,21.9,17.3,86
1997,4,17,0,22,15.8,88
1997,4,18,6.4,24.8,16.5,90
1997,4,19,2.8,26.3,16,79
1997,4,20,17.6,27.3,15.4,82
1997,4,21,6.4,24,15.2,82
1997,4,22,18,26.8,14.1,71
1997,4,23,0,26.1,16.3,76
1997,4,24,4.1,26.4,16.2,77
1997,4,25,0,27.1,15.5,69
1997,4,26,0,26,14.8,82
1997,4,27,24.6,27.1,14,73
1997,4,28,0,28.3,16.3,79
1997,4,29,0,26.2,15.6,78
1997,4,30,0,25.4,15.5,80
1997,5,1,0.4,26.1,15.6,80
1997,5,2,0,25.7,16.2,78
1997,5,3,0,25.5,14.2,73
1997,5,4,0,25.7,13,72
1997,5,5,0,25,12.1,67
1997,5,6,0,25,16.4,63
1997,5,7,0,24.7,13.4,62
1997,5,8,0,25.2,11.3,64
1997,5,9,0,25.1,11.2,60
1997,5,10,0,25.9,12.4,60
1997,5,11,0,25.6,12.7,60
1997,5,12,0,26.3,11.8,52
1997,5,13,0,26.2,11.2,64
1997,5,14,0,22.4,13.1,86
1997,5,15,6.7,21.2,12,90
1997,5,16,68.2,17.4,14.2,96
1997,5,17,8.4,23,14.2,82
1997,5,18,0,24.1,12.4,76
1997,5,19,0,23.6,13.6,73
1997,5,20,0,24.6,11.2,67
1997,5,21,0,25.2,14.2,73
1997,5,22,0,26.7,13.8,76
1997,5,23,29.6,25.3,11.2,68
1997,5,24,0,24.9,15.8,73
1997,5,25,0,26,12,70
1997,5,26,0,24.6,13.3,80
1997,5,27,0.9,25,14.4,69
1997,5,28,0,25.9,16,64
