"","System","Season","Month","Day","Year","Bee","Plant","Visits","Precip","Tmax","Tmin","Humid"
"66","BBG","dry"," 8","21","1995","378","157","3","0","27.2","14.1","43"
"67","BBG","dry"," 8","22","1995","242"," 97","1","0","26.5","13","52"
"68","BBG","dry"," 8","22","1995","288"," 97","1","0","26.5","13","52"
"69","BBG","dry"," 8","22","1995","387"," 97","1","0","26.5","13","52"
"70","BBG","dry"," 8","29","1995","217","149","1","0","31","10.9","28"
"71","BBG","dry"," 8","29","1995","351","149","7","0","31","10.9","28"
"72","BBG","dry"," 8","29","1995","362","149","2","0","31","10.9","28"
"73","BBG","dry"," 8","29","1995","364"," 89","2","0","31","10.9","28"
"74","BBG","dry"," 8","29","1995","379"," 12","1","0","31","10.9","28"
"75","BBG","dry"," 8","31","1995","209","149","1","0","30.1","14.8","34"
"76","BBG","dry"," 8","31","1995","216","149","1","0","30.1","14.8","34"
"77","BBG","dry"," 8","31","1995","217","149","1","0","30.1","14.8","34"
"78","BBG","dry"," 8","31","1995","350","101","1","0","30.1","14.8","34"
"79","BBG","dry"," 8","31","1995","362","101","1","0","30.1","14.8","34"
"80","BBG","dry"," 9"," 5","1995","216","  3","3","0","24.2","12.4","45"
"81","BBG","dry"," 9"," 5","1995","216","120","1","0","24.2","12.4","45"
"82","BBG","dry"," 9"," 5","1995","217","  3","1","0","24.2","12.4","45"
"83","BBG","dry"," 9"," 5","1995","217"," 84","1","0","24.2","12.4","45"
"84","BBG","dry"," 9"," 5","1995","224","  3","1","0","24.2","12.4","45"
"85","BBG","dry"," 9"," 5","1995","353","  3","1","0","24.2","12.4","45"
"86","BBG","dry"," 9"," 5","1995","362"," 23","3","0","24.2","12.4","45"
"87","BBG","dry"," 9","12","1995","216"," 89","1","0","32.2","13.3","21"
"88","BBG","dry"," 9","12","1995","216","122","1","0","32.2","13.3","21"
"89","BBG","dry"," 9","12","1995","216","149","2","0","32.2","13.3","21"
"90","BBG","dry"," 9","12","1995","217","122","1","0","32.2","13.3","21"
"91","BBG","dry"," 9","12","1995","281","  3","1","0","32.2","13.3","21"
"92","BBG","dry"," 9","12","1995","289","122","2","0","32.2","13.3","21"
"93","BBG","dry"," 9","12","1995","341","150","1","0","32.2","13.3","21"
"94","BBG","dry"," 9","12","1995","350"," 12","3","0","32.2","13.3","21"
"95","BBG","dry"," 9","12","1995","378"," 39","2","0","32.2","13.3","21"
"96","BBG","dry"," 9","12","1995","378","149","2","0","32.2","13.3","21"
"97","BBG","dry"," 9","12","1995","379"," 12","4","0","32.2","13.3","21"
"98","BBG","dry"," 9","12","1995","387","  3","1","0","32.2","13.3","21"
"99","BBG","dry"," 9","19","1995","196"," 46","1","0.3","28.7","16.6","59"
"100","BBG","dry"," 9","19","1995","196","120","1","0.3","28.7","16.6","59"
"101","BBG","dry"," 9","19","1995","214","120","2","0.3","28.7","16.6","59"
"102","BBG","dry"," 9","19","1995","216","120","1","0.3","28.7","16.6","59"
"103","BBG","dry"," 9","19","1995","217","120","1","0.3","28.7","16.6","59"
"104","BBG","dry"," 9","19","1995","236","122","1","0.3","28.7","16.6","59"
"105","BBG","dry"," 9","19","1995","292","120","1","0.3","28.7","16.6","59"
"106","BBG","dry"," 9","19","1995","293","122","1","0.3","28.7","16.6","59"
"107","BBG","dry"," 9","19","1995","344","157","1","0.3","28.7","16.6","59"
"108","BBG","dry"," 9","19","1995","350"," 12","1","0.3","28.7","16.6","59"
"109","BBG","dry"," 9","19","1995","350"," 74","1","0.3","28.7","16.6","59"
"110","BBG","dry"," 9","19","1995","351","120","3","0.3","28.7","16.6","59"
"111","BBG","dry"," 9","19","1995","385","  1","1","0.3","28.7","16.6","59"
"112","BBG","dry"," 9","29","1995","229"," 80","2","0","29.2","16.6","54"
"113","BBG","dry"," 9","29","1995","231","150","1","0","29.2","16.6","54"
"114","BBG","dry"," 9","29","1995","362","160","1","0","29.2","16.6","54"
"115","BBG","dry"," 9","29","1995","378"," 39","2","0","29.2","16.6","54"
"116","BBG","wet","10"," 3","1995","203","  1","1","0","34.3","15.2","28"
"117","BBG","wet","10"," 3","1995","216","140","3","0","34.3","15.2","28"
"118","BBG","wet","10"," 3","1995","217","140","2","0","34.3","15.2","28"
"119","BBG","wet","10"," 3","1995","276","140","1","0","34.3","15.2","28"
"120","BBG","wet","10"," 3","1995","296","140","1","0","34.3","15.2","28"
"121","BBG","wet","10"," 3","1995","350"," 29","1","0","34.3","15.2","28"
"122","BBG","wet","10"," 3","1995","350","140","1","0","34.3","15.2","28"
"123","BBG","wet","10","10","1995","216","119","1","0.3","24.3","17.2","85"
"124","BBG","wet","10","10","1995","216","140","2","0.3","24.3","17.2","85"
"125","BBG","wet","10","10","1995","216","153","1","0.3","24.3","17.2","85"
"126","BBG","wet","10","10","1995","216","158","1","0.3","24.3","17.2","85"
"127","BBG","wet","10","10","1995","217","150","1","0.3","24.3","17.2","85"
"128","BBG","wet","10","10","1995","217","153","1","0.3","24.3","17.2","85"
"129","BBG","wet","10","10","1995","217","158","3","0.3","24.3","17.2","85"
"130","BBG","wet","10","10","1995","335"," 80","3","0.3","24.3","17.2","85"
"131","BBG","wet","10","10","1995","341"," 97","2","0.3","24.3","17.2","85"
"132","BBG","wet","10","10","1995","341","150","2","0.3","24.3","17.2","85"
"133","BBG","wet","10","10","1995","378"," 39","1","0.3","24.3","17.2","85"
"134","BBG","wet","10","10","1995","378"," 79","1","0.3","24.3","17.2","85"
"135","BBG","wet","10","10","1995","380"," 97","2","0.3","24.3","17.2","85"
"136","BBG","wet","10","17","1995","222"," 29","1","0","31.7","15.6","49"
"137","BBG","wet","10","17","1995","284"," 97","1","0","31.7","15.6","49"
"138","BBG","wet","10","17","1995","350"," 97","1","0","31.7","15.6","49"
"139","BBG","wet","10","17","1995","378"," 97","1","0","31.7","15.6","49"
"140","BBG","wet","10","17","1995","378","120","1","0","31.7","15.6","49"
"141","BBG","wet","10","24","1995","216","108","1","0","31.1","18.6","58"
"142","BBG","wet","10","24","1995","216","158","3","0","31.1","18.6","58"
"143","BBG","wet","10","24","1995","238"," 31","1","0","31.1","18.6","58"
"144","BBG","wet","10","24","1995","273"," 31","1","0","31.1","18.6","58"
"145","BBG","wet","10","24","1995","277"," 97","1","0","31.1","18.6","58"
"146","BBG","wet","10","24","1995","324","153","1","0","31.1","18.6","58"
"147","BBG","wet","10","24","1995","341"," 97","1","0","31.1","18.6","58"
"148","BBG","wet","10","24","1995","344"," 31","1","0","31.1","18.6","58"
"149","BBG","wet","10","24","1995","344","158","1","0","31.1","18.6","58"
"150","BBG","wet","10","24","1995","350"," 97","1","0","31.1","18.6","58"
"151","BBG","wet","10","24","1995","378","108","5","0","31.1","18.6","58"
"152","BBG","wet","10","24","1995","378","121","2","0","31.1","18.6","58"
"153","BBG","wet","10","31","1995","216"," 35","7","17.8","25.3","15.8","81"
"154","BBG","wet","10","31","1995","216"," 73","1","17.8","25.3","15.8","81"
"155","BBG","wet","10","31","1995","216"," 74","1","17.8","25.3","15.8","81"
"156","BBG","wet","10","31","1995","216","121","3","17.8","25.3","15.8","81"
"157","BBG","wet","10","31","1995","217"," 35","1","17.8","25.3","15.8","81"
"158","BBG","wet","10","31","1995","290","121","1","17.8","25.3","15.8","81"
"159","BBG","wet","10","31","1995","296","121","1","17.8","25.3","15.8","81"
"160","BBG","wet","10","31","1995","341"," 97","1","17.8","25.3","15.8","81"
"161","BBG","wet","10","31","1995","350"," 74","1","17.8","25.3","15.8","81"
"162","BBG","wet","10","31","1995","350"," 97","1","17.8","25.3","15.8","81"
"163","BBG","wet","10","31","1995","351"," 74","1","17.8","25.3","15.8","81"
"164","BBG","wet","10","31","1995","378","152","1","17.8","25.3","15.8","81"
"165","BBG","wet","11"," 7","1995","216","151","1","0","27","16","63"
"166","BBG","wet","11"," 7","1995","217","151","1","0","27","16","63"
"167","BBG","wet","11"," 7","1995","279"," 31","1","0","27","16","63"
"168","BBG","wet","11","23","1995","278"," 31","1","0","26.7","16.9","73"
"169","BBG","wet","11","23","1995","279"," 31","1","0","26.7","16.9","73"
"170","BBG","wet","11","23","1995","344"," 31","2","0","26.7","16.9","73"
"171","BBG","wet","11","23","1995","355","150","1","0","26.7","16.9","73"
"172","BBG","wet","12"," 5","1995","290"," 58","1","4.4","28.1","15.9","80"
"173","BBG","wet","12"," 5","1995","294","181","1","4.4","28.1","15.9","80"
"174","BBG","wet","12"," 5","1995","301","181","1","4.4","28.1","15.9","80"
"175","BBG","wet","12"," 5","1995","348"," 98","1","4.4","28.1","15.9","80"
"176","BBG","wet","12"," 5","1995","351","181","3","4.4","28.1","15.9","80"
"177","BBG","wet","12"," 5","1995","362","181","8","4.4","28.1","15.9","80"
"178","BBG","wet","12"," 5","1995","378"," 58","3","4.4","28.1","15.9","80"
"179","BBG","wet","12","19","1995","355","150","1","0","29.6","17.6","64"
"180","BBG","wet"," 1"," 9","1996","216","133","1","4","25.6","16.8","84"
"181","BBG","wet"," 1"," 9","1996","296","150","2","4","25.6","16.8","84"
"182","BBG","wet"," 1"," 9","1996","341","150","1","4","25.6","16.8","84"
"183","BBG","wet"," 1","25","1996","190","150","1","0","30.7","15.3","48"
"184","BBG","wet"," 1","25","1996","355","150","1","0","30.7","15.3","48"
"185","BBG","wet"," 1","30","1996","341","150","1","3.6","28.9","14.6","60"
"186","BBG","wet"," 2"," 6","1996","183"," 61","1","0","28","17.6","78"
"187","BBG","wet"," 2"," 6","1996","216"," 59","2","0","28","17.6","78"
"188","BBG","wet"," 2"," 6","1996","258","113","1","0","28","17.6","78"
"189","BBG","wet"," 2"," 6","1996","291","124","1","0","28","17.6","78"
"190","BBG","wet"," 2"," 6","1996","378"," 59","2","0","28","17.6","78"
"191","BBG","wet"," 2"," 6","1996","378","106","1","0","28","17.6","78"
"192","BBG","wet"," 2"," 6","1996","380"," 49","1","0","28","17.6","78"
"193","BBG","wet"," 2","13","1996","221","130","1","0.5","30.2","14","58"
"194","BBG","wet"," 2","13","1996","288","130","1","0.5","30.2","14","58"
"195","BBG","wet"," 2","28","1996","185"," 86","2","7.8","29.7","14.4","51"
"196","BBG","wet"," 2","28","1996","203"," 59","1","7.8","29.7","14.4","51"
"197","BBG","wet"," 2","28","1996","212"," 40","1","7.8","29.7","14.4","51"
"198","BBG","wet"," 2","28","1996","214"," 43","1","7.8","29.7","14.4","51"
"199","BBG","wet"," 2","28","1996","214"," 61","1","7.8","29.7","14.4","51"
"200","BBG","wet"," 2","28","1996","214"," 62","1","7.8","29.7","14.4","51"
"201","BBG","wet"," 2","28","1996","228"," 13","1","7.8","29.7","14.4","51"
"202","BBG","wet"," 2","28","1996","262"," 86","1","7.8","29.7","14.4","51"
"203","BBG","wet"," 2","28","1996","312","169","1","7.8","29.7","14.4","51"
"204","BBG","wet"," 2","28","1996","313"," 59","1","7.8","29.7","14.4","51"
"205","BBG","wet"," 2","28","1996","338"," 86","1","7.8","29.7","14.4","51"
"206","BBG","wet"," 2","28","1996","339","106","1","7.8","29.7","14.4","51"
"207","BBG","wet"," 2","28","1996","361"," 86","1","7.8","29.7","14.4","51"
"208","BBG","wet"," 2","28","1996","371"," 86","1","7.8","29.7","14.4","51"
"209","BBG","wet"," 2","28","1996","378"," 43","1","7.8","29.7","14.4","51"
"210","BBG","wet"," 2","28","1996","386","106","1","7.8","29.7","14.4","51"
"211","BBG","wet"," 3"," 6","1996","271","150","1","94.1","26.6","19.5","96"
"212","BBG","wet"," 3","19","1996","187"," 85","1","0","26.3","18.4","78"
"213","BBG","wet"," 3","19","1996","190"," 43","1","0","26.3","18.4","78"
"214","BBG","wet"," 3","19","1996","203"," 43","1","0","26.3","18.4","78"
"215","BBG","wet"," 3","19","1996","203","172","1","0","26.3","18.4","78"
"216","BBG","wet"," 3","19","1996","214"," 43","3","0","26.3","18.4","78"
"217","BBG","wet"," 3","19","1996","223","172","1","0","26.3","18.4","78"
"218","BBG","wet"," 3","19","1996","245","172","1","0","26.3","18.4","78"
"219","BBG","wet"," 3","19","1996","268","172","1","0","26.3","18.4","78"
"220","BBG","wet"," 3","19","1996","289","172","1","0","26.3","18.4","78"
"221","BBG","wet"," 3","19","1996","290","172","1","0","26.3","18.4","78"
"222","BBG","wet"," 3","19","1996","291"," 59","1","0","26.3","18.4","78"
"223","BBG","wet"," 3","19","1996","295"," 43","1","0","26.3","18.4","78"
"224","BBG","wet"," 3","19","1996","295","172","1","0","26.3","18.4","78"
"225","BBG","wet"," 3","19","1996","296","172","1","0","26.3","18.4","78"
"226","BBG","wet"," 3","19","1996","308","172","1","0","26.3","18.4","78"
"227","BBG","wet"," 3","19","1996","312","172","1","0","26.3","18.4","78"
"228","BBG","wet"," 3","19","1996","317"," 43","1","0","26.3","18.4","78"
"229","BBG","wet"," 3","19","1996","320","172","1","0","26.3","18.4","78"
"230","BBG","wet"," 3","19","1996","322"," 59","1","0","26.3","18.4","78"
"231","BBG","wet"," 3","19","1996","322","172","2","0","26.3","18.4","78"
"232","BBG","wet"," 3","19","1996","333","172","1","0","26.3","18.4","78"
"233","BBG","wet"," 3","19","1996","341","  2","1","0","26.3","18.4","78"
"234","BBG","wet"," 3","19","1996","350"," 43","3","0","26.3","18.4","78"
"235","BBG","wet"," 3","19","1996","378"," 43","3","0","26.3","18.4","78"
"236","BBG","wet"," 3","26","1996","221","162","1","1.2","29","15.6","74"
"237","BBG","wet"," 3","26","1996","225","150","1","1.2","29","15.6","74"
"238","BBG","wet"," 3","26","1996","279","150","2","1.2","29","15.6","74"
"239","BBG","wet"," 3","26","1996","283","148","1","1.2","29","15.6","74"
"240","BBG","wet"," 3","26","1996","287","162","1","1.2","29","15.6","74"
"241","BBG","wet"," 3","26","1996","348"," 21","1","1.2","29","15.6","74"
"242","BBG","wet"," 3","26","1996","364"," 81","1","1.2","29","15.6","74"
"243","BBG","dry"," 4"," 3","1996","203","172","1","0","28.9","16.8","56"
"244","BBG","dry"," 4"," 3","1996","211"," 59","1","0","28.9","16.8","56"
"245","BBG","dry"," 4"," 3","1996","216"," 16","1","0","28.9","16.8","56"
"246","BBG","dry"," 4"," 3","1996","225"," 16","1","0","28.9","16.8","56"
"247","BBG","dry"," 4"," 3","1996","231"," 16","1","0","28.9","16.8","56"
"248","BBG","dry"," 4"," 3","1996","233"," 16","1","0","28.9","16.8","56"
"249","BBG","dry"," 4"," 3","1996","247","148","1","0","28.9","16.8","56"
"250","BBG","dry"," 4"," 3","1996","247","172","3","0","28.9","16.8","56"
"251","BBG","dry"," 4"," 3","1996","248","172","1","0","28.9","16.8","56"
"252","BBG","dry"," 4"," 3","1996","291","172","1","0","28.9","16.8","56"
"253","BBG","dry"," 4"," 3","1996","322","172","1","0","28.9","16.8","56"
"254","BBG","dry"," 4"," 3","1996","333","172","1","0","28.9","16.8","56"
"255","BBG","dry"," 4"," 3","1996","350"," 43","1","0","28.9","16.8","56"
"256","BBG","dry"," 4"," 3","1996","350","172","5","0","28.9","16.8","56"
"257","BBG","dry"," 4"," 3","1996","378"," 43","5","0","28.9","16.8","56"
"258","BBG","dry"," 4"," 9","1996","194","162","1","0","28.6","14.6","71"
"259","BBG","dry"," 4"," 9","1996","222"," 18","1","0","28.6","14.6","71"
"260","BBG","dry"," 4"," 9","1996","244"," 18","1","0","28.6","14.6","71"
"261","BBG","dry"," 4"," 9","1996","272","150","1","0","28.6","14.6","71"
"262","BBG","dry"," 4"," 9","1996","273","150","1","0","28.6","14.6","71"
"263","BBG","dry"," 4"," 9","1996","279","150","3","0","28.6","14.6","71"
"264","BBG","dry"," 4"," 9","1996","312","175","1","0","28.6","14.6","71"
"265","BBG","dry"," 4"," 9","1996","317","175","2","0","28.6","14.6","71"
"266","BBG","dry"," 4"," 9","1996","327"," 83","1","0","28.6","14.6","71"
"267","BBG","dry"," 4"," 9","1996","333"," 16","1","0","28.6","14.6","71"
"268","BBG","dry"," 4"," 9","1996","341","150","1","0","28.6","14.6","71"
"269","BBG","dry"," 4"," 9","1996","341","162","2","0","28.6","14.6","71"
"270","BBG","dry"," 4"," 9","1996","350","175","1","0","28.6","14.6","71"
"271","BBG","dry"," 4"," 9","1996","355","162","1","0","28.6","14.6","71"
"272","BBG","dry"," 4"," 9","1996","382","162","1","0","28.6","14.6","71"
"273","BBG","dry"," 4"," 9","1996","387","162","2","0","28.6","14.6","71"
"274","BBG","dry"," 4","16","1996","214"," 87","1","0","26.9","17.2","85"
"275","BBG","dry"," 4","16","1996","214","172","2","0","26.9","17.2","85"
"276","BBG","dry"," 4","16","1996","284"," 59","1","0","26.9","17.2","85"
"277","BBG","dry"," 4","16","1996","290","168","1","0","26.9","17.2","85"
"278","BBG","dry"," 4","16","1996","291","167","1","0","26.9","17.2","85"
"279","BBG","dry"," 4","16","1996","319"," 87","1","0","26.9","17.2","85"
"280","BBG","dry"," 4","16","1996","321"," 87","1","0","26.9","17.2","85"
"281","BBG","dry"," 4","16","1996","350"," 24","1","0","26.9","17.2","85"
"282","BBG","dry"," 4","16","1996","350","172","1","0","26.9","17.2","85"
"283","BBG","dry"," 4","16","1996","350","175","2","0","26.9","17.2","85"
"284","BBG","dry"," 4","16","1996","367","128","1","0","26.9","17.2","85"
"285","BBG","dry"," 4","16","1996","378","167","5","0","26.9","17.2","85"
"286","BBG","dry"," 4","16","1996","378","172","1","0","26.9","17.2","85"
"287","BBG","dry"," 4","23","1996","184","168","1","0","26.1","11.4","57"
"288","BBG","dry"," 4","23","1996","184","175","1","0","26.1","11.4","57"
"289","BBG","dry"," 4","23","1996","216","168","2","0","26.1","11.4","57"
"290","BBG","dry"," 4","23","1996","217","168","1","0","26.1","11.4","57"
"291","BBG","dry"," 4","23","1996","225"," 18","1","0","26.1","11.4","57"
"292","BBG","dry"," 4","23","1996","231","162","1","0","26.1","11.4","57"
"293","BBG","dry"," 4","23","1996","248","168","1","0","26.1","11.4","57"
"294","BBG","dry"," 4","23","1996","279","150","1","0","26.1","11.4","57"
"295","BBG","dry"," 4","23","1996","289","168","1","0","26.1","11.4","57"
"296","BBG","dry"," 4","23","1996","289","175","1","0","26.1","11.4","57"
"297","BBG","dry"," 4","23","1996","290","168","1","0","26.1","11.4","57"
"298","BBG","dry"," 4","23","1996","298","168","1","0","26.1","11.4","57"
"299","BBG","dry"," 4","23","1996","298","175","2","0","26.1","11.4","57"
"300","BBG","dry"," 4","23","1996","300","168","3","0","26.1","11.4","57"
"301","BBG","dry"," 4","23","1996","312","168","1","0","26.1","11.4","57"
"302","BBG","dry"," 4","23","1996","312","175","1","0","26.1","11.4","57"
"303","BBG","dry"," 4","23","1996","317","175","1","0","26.1","11.4","57"
"304","BBG","dry"," 4","23","1996","325","168","1","0","26.1","11.4","57"
"305","BBG","dry"," 4","23","1996","325","175","7","0","26.1","11.4","57"
"306","BBG","dry"," 4","23","1996","341","168","1","0","26.1","11.4","57"
"307","BBG","dry"," 4","23","1996","350","175","3","0","26.1","11.4","57"
"308","BBG","dry"," 4","23","1996","351","175","2","0","26.1","11.4","57"
"309","BBG","dry"," 4","23","1996","378","152","2","0","26.1","11.4","57"
"310","BBG","dry"," 4","24","1996","194","162","1","0","27.6","10.3","52"
"311","BBG","dry"," 4","24","1996","225","150","1","0","27.6","10.3","52"
"312","BBG","dry"," 4","24","1996","225","175","1","0","27.6","10.3","52"
"313","BBG","dry"," 4","24","1996","226","175","1","0","27.6","10.3","52"
"314","BBG","dry"," 4","24","1996","229","162","1","0","27.6","10.3","52"
"315","BBG","dry"," 4","24","1996","298","168","1","0","27.6","10.3","52"
"316","BBG","dry"," 4","24","1996","341","150","1","0","27.6","10.3","52"
"317","BBG","dry"," 4","24","1996","350","175","1","0","27.6","10.3","52"
"318","BBG","dry"," 4","24","1996","364","175","1","0","27.6","10.3","52"
"319","BBG","dry"," 4","24","1996","378","162","4","0","27.6","10.3","52"
"320","BBG","dry"," 5"," 7","1996","184","168","1","0","27.3","13.9","59"
"321","BBG","dry"," 5"," 7","1996","203"," 87","1","0","27.3","13.9","59"
"322","BBG","dry"," 5"," 7","1996","250","168","1","0","27.3","13.9","59"
"323","BBG","dry"," 5"," 7","1996","254","172","1","0","27.3","13.9","59"
"324","BBG","dry"," 5"," 7","1996","279"," 87","2","0","27.3","13.9","59"
"325","BBG","dry"," 5"," 7","1996","279","172","1","0","27.3","13.9","59"
"326","BBG","dry"," 5"," 7","1996","289","172","1","0","27.3","13.9","59"
"327","BBG","dry"," 5"," 7","1996","298","168","3","0","27.3","13.9","59"
"328","BBG","dry"," 5"," 7","1996","298","172","2","0","27.3","13.9","59"
"329","BBG","dry"," 5"," 7","1996","314","175","1","0","27.3","13.9","59"
"330","BBG","dry"," 5"," 7","1996","317","168","1","0","27.3","13.9","59"
"331","BBG","dry"," 5"," 7","1996","320","168","1","0","27.3","13.9","59"
"332","BBG","dry"," 5"," 7","1996","350","172","1","0","27.3","13.9","59"
"333","BBG","dry"," 5"," 7","1996","350","175","1","0","27.3","13.9","59"
"334","BBG","dry"," 5"," 7","1996","351","172","2","0","27.3","13.9","59"
"335","BBG","dry"," 5"," 7","1996","364","127","1","0","27.3","13.9","59"
"336","BBG","dry"," 5"," 7","1996","378"," 82","1","0","27.3","13.9","59"
"337","BBG","dry"," 5"," 7","1996","385","  6","1","0","27.3","13.9","59"
"338","BBG","dry"," 5"," 8","1996","225"," 82","1","0","26.8","11.5","55"
"339","BBG","dry"," 5"," 8","1996","249","168","1","0","26.8","11.5","55"
"340","BBG","dry"," 5"," 8","1996","333","168","1","0","26.8","11.5","55"
"341","BBG","dry"," 5","14","1996","221","168","1","0","26.7","14","66"
"342","BBG","dry"," 5","14","1996","233"," 42","1","0","26.7","14","66"
"343","BBG","dry"," 5","14","1996","252","168","1","0","26.7","14","66"
"344","BBG","dry"," 5","14","1996","305","168","1","0","26.7","14","66"
"345","BBG","dry"," 5","14","1996","317","168","1","0","26.7","14","66"
"346","BBG","dry"," 5","14","1996","333","168","2","0","26.7","14","66"
"347","BBG","dry"," 5","14","1996","350","168","2","0","26.7","14","66"
"348","BBG","dry"," 5","14","1996","364","168","4","0","26.7","14","66"
"349","BBG","dry"," 5","14","1996","364","177","1","0","26.7","14","66"
"350","BBG","dry"," 5","14","1996","374","168","1","0","26.7","14","66"
"351","BBG","dry"," 5","14","1996","378","154","1","0","26.7","14","66"
"352","BBG","dry"," 5","16","1996","199"," 42","1","0","28.5","14.5","77"
"353","BBG","dry"," 5","16","1996","216"," 87","1","0","28.5","14.5","77"
"354","BBG","dry"," 5","16","1996","225","150","1","0","28.5","14.5","77"
"355","BBG","dry"," 5","16","1996","290","168","1","0","28.5","14.5","77"
"356","BBG","dry"," 5","16","1996","298","168","1","0","28.5","14.5","77"
